 1) database/db1/tbl1.csv
 2)
 3) contains comma-separated seed data for table:
 4)
 5) 	tbl1
 6)
 7) in MySQL database:
 8)
 9) 	db1
10)
11) Row definition adheres to the syntax:
12)
13) id,col1<NEWLINE>
247,col1247
248,col1248
249,col1249
250,col1250
251,col1251
252,col1252
253,col1253
254,col1254
255,col1255
256,col1256
257,col1257
258,col1258
259,col1259
260,col1260
261,col1261
262,col1262
263,col1263
264,col1264
265,col1265
266,col1266
267,col1267
268,col1268
269,col1269
270,col1270
271,col1271
272,col1272
273,col1273
274,col1274
275,col1275
276,col1276
277,col1277
278,col1278
279,col1279
280,col1280
281,col1281
282,col1282
283,col1283
284,col1284
285,col1285
286,col1286
287,col1287
288,col1288
289,col1289
290,col1290
291,col1291
292,col1292
293,col1293
294,col1294
295,col1295
296,col1296
297,col1297
298,col1298
299,col1299
300,col1300
301,col1301
302,col1302
303,col1303
304,col1304
305,col1305
306,col1306
307,col1307
308,col1308
309,col1309
310,col1310
311,col1311
312,col1312
313,col1313
314,col1314
315,col1315
316,col1316
317,col1317
318,col1318
319,col1319
320,col1320
321,col1321
322,col1322
323,col1323
324,col1324
325,col1325
326,col1326
327,col1327
328,col1328
329,col1329
330,col1330
331,col1331
332,col1332
333,col1333
334,col1334
335,col1335
336,col1336
337,col1337
338,col1338
339,col1339
340,col1340
341,col1341
342,col1342
343,col1343
344,col1344
345,col1345
346,col1346
347,col1347
348,col1348
349,col1349
350,col1350
351,col1351
352,col1352
353,col1353
354,col1354
355,col1355
356,col1356
357,col1357
358,col1358
359,col1359
360,col1360
361,col1361
362,col1362
363,col1363
364,col1364
365,col1365
366,col1366
367,col1367
368,col1368
369,col1369
370,col1370
371,col1371
372,col1372
373,col1373
374,col1374
375,col1375
376,col1376
377,col1377
378,col1378
379,col1379
380,col1380
381,col1381
382,col1382
383,col1383
384,col1384
385,col1385
386,col1386
387,col1387
388,col1388
389,col1389
390,col1390
391,col1391
392,col1392
393,col1393
394,col1394
395,col1395
396,col1396
397,col1397
398,col1398
399,col1399
400,col1400
401,col1401
402,col1402
403,col1403
404,col1404
405,col1405
406,col1406
407,col1407
408,col1408
409,col1409
410,col1410
411,col1411
412,col1412
413,col1413
414,col1414
415,col1415
416,col1416
417,col1417
418,col1418
419,col1419
420,col1420
421,col1421
422,col1422
423,col1423
424,col1424
425,col1425
426,col1426
427,col1427
428,col1428
429,col1429
430,col1430
431,col1431
432,col1432
433,col1433
434,col1434
435,col1435
436,col1436
437,col1437
438,col1438
439,col1439
440,col1440
441,col1441
442,col1442
443,col1443
444,col1444
445,col1445
446,col1446
447,col1447
448,col1448
449,col1449
450,col1450
451,col1451
452,col1452
453,col1453
454,col1454
455,col1455
456,col1456
457,col1457
458,col1458
459,col1459
460,col1460
461,col1461
462,col1462
463,col1463
464,col1464
465,col1465
466,col1466
467,col1467
468,col1468
469,col1469
470,col1470
471,col1471
472,col1472
473,col1473
474,col1474
475,col1475
476,col1476
477,col1477
478,col1478
479,col1479
480,col1480
481,col1481
482,col1482
483,col1483
484,col1484
485,col1485
486,col1486
487,col1487
488,col1488
489,col1489
490,col1490
491,col1491
492,col1492
493,col1493
494,col1494
495,col1495
496,col1496
497,col1497
498,col1498
499,col1499
500,col1500
501,col1501
502,col1502
503,col1503
504,col1504
505,col1505
506,col1506
507,col1507
508,col1508
509,col1509
510,col1510
511,col1511
512,col1512
513,col1513
514,col1514
515,col1515
516,col1516
517,col1517
518,col1518
519,col1519
520,col1520
521,col1521
522,col1522
523,col1523
524,col1524
525,col1525
526,col1526
527,col1527
528,col1528
529,col1529
530,col1530
531,col1531
532,col1532
533,col1533
534,col1534
535,col1535
536,col1536
537,col1537
538,col1538
539,col1539
540,col1540
541,col1541
542,col1542
543,col1543
544,col1544
545,col1545
546,col1546
547,col1547
548,col1548
549,col1549
550,col1550
551,col1551
552,col1552
553,col1553
554,col1554
555,col1555
556,col1556
557,col1557
558,col1558
559,col1559
560,col1560
561,col1561
562,col1562
563,col1563
564,col1564
565,col1565
566,col1566
567,col1567
568,col1568
569,col1569
570,col1570
571,col1571
572,col1572
573,col1573
574,col1574
575,col1575
576,col1576
577,col1577
578,col1578
579,col1579
580,col1580
581,col1581
582,col1582
583,col1583
584,col1584
585,col1585
586,col1586
587,col1587
588,col1588
589,col1589
590,col1590
591,col1591
592,col1592
593,col1593
594,col1594
595,col1595
596,col1596
597,col1597
598,col1598
599,col1599
600,col1600
601,col1601
602,col1602
603,col1603
604,col1604
605,col1605
606,col1606
607,col1607
608,col1608
609,col1609
610,col1610
611,col1611
612,col1612
613,col1613
614,col1614
615,col1615
616,col1616
617,col1617
618,col1618
619,col1619
620,col1620
621,col1621
622,col1622
623,col1623
624,col1624
625,col1625
626,col1626
627,col1627
628,col1628
629,col1629
630,col1630
631,col1631
632,col1632
633,col1633
634,col1634
635,col1635
636,col1636
637,col1637
638,col1638
639,col1639
640,col1640
641,col1641
642,col1642
643,col1643
644,col1644
645,col1645
646,col1646
647,col1647
648,col1648
649,col1649
650,col1650
651,col1651
652,col1652
653,col1653
654,col1654
655,col1655
656,col1656
657,col1657
658,col1658
659,col1659
660,col1660
661,col1661
662,col1662
663,col1663
664,col1664
665,col1665
666,col1666
667,col1667
668,col1668
669,col1669
670,col1670
671,col1671
672,col1672
673,col1673
674,col1674
675,col1675
676,col1676
677,col1677
678,col1678
679,col1679
680,col1680
681,col1681
682,col1682
683,col1683
684,col1684
685,col1685
686,col1686
687,col1687
688,col1688
689,col1689
690,col1690
691,col1691
692,col1692
693,col1693
694,col1694
695,col1695
696,col1696
697,col1697
698,col1698
699,col1699
700,col1700
701,col1701
702,col1702
703,col1703
704,col1704
705,col1705
706,col1706
707,col1707
708,col1708
709,col1709
710,col1710
711,col1711
712,col1712
713,col1713
714,col1714
715,col1715
716,col1716
717,col1717
718,col1718
719,col1719
720,col1720
721,col1721
722,col1722
723,col1723
724,col1724
725,col1725
726,col1726
727,col1727
728,col1728
729,col1729
730,col1730
731,col1731
732,col1732
733,col1733
734,col1734
735,col1735
736,col1736
737,col1737
738,col1738
739,col1739
740,col1740
741,col1741
742,col1742
743,col1743
744,col1744
745,col1745
746,col1746
747,col1747
748,col1748
749,col1749
750,col1750
751,col1751
752,col1752
753,col1753
754,col1754
755,col1755
756,col1756
757,col1757
758,col1758
759,col1759
760,col1760
761,col1761
762,col1762
763,col1763
764,col1764
765,col1765
766,col1766
767,col1767
768,col1768
769,col1769
770,col1770
771,col1771
772,col1772
773,col1773
774,col1774
775,col1775
776,col1776
777,col1777
778,col1778
779,col1779
780,col1780
781,col1781
782,col1782
783,col1783
784,col1784
785,col1785
786,col1786
787,col1787
788,col1788
789,col1789
790,col1790
791,col1791
792,col1792
793,col1793
794,col1794
795,col1795
796,col1796
797,col1797
798,col1798
799,col1799
800,col1800
801,col1801
802,col1802
803,col1803
804,col1804
805,col1805
806,col1806
807,col1807
808,col1808
809,col1809
810,col1810
811,col1811
812,col1812
813,col1813
814,col1814
815,col1815
816,col1816
817,col1817
818,col1818
819,col1819
820,col1820
821,col1821
822,col1822
823,col1823
824,col1824
825,col1825
826,col1826
827,col1827
828,col1828
829,col1829
830,col1830
831,col1831
832,col1832
833,col1833
834,col1834
835,col1835
836,col1836
837,col1837
838,col1838
839,col1839
840,col1840
841,col1841
842,col1842
843,col1843
844,col1844
845,col1845
846,col1846
847,col1847
848,col1848
849,col1849
850,col1850
851,col1851
852,col1852
853,col1853
854,col1854
855,col1855
856,col1856
857,col1857
858,col1858
859,col1859
860,col1860
861,col1861
862,col1862
863,col1863
864,col1864
865,col1865
866,col1866
867,col1867
868,col1868
869,col1869
870,col1870
871,col1871
872,col1872
873,col1873
874,col1874
875,col1875
876,col1876
877,col1877
878,col1878
879,col1879
880,col1880
881,col1881
882,col1882
883,col1883
884,col1884
885,col1885
886,col1886
887,col1887
888,col1888
889,col1889
890,col1890
891,col1891
892,col1892
893,col1893
894,col1894
895,col1895
896,col1896
897,col1897
898,col1898
899,col1899
900,col1900
901,col1901
902,col1902
903,col1903
904,col1904
905,col1905
906,col1906
907,col1907
908,col1908
909,col1909
910,col1910
911,col1911
912,col1912
913,col1913
914,col1914
915,col1915
916,col1916
917,col1917
918,col1918
919,col1919
920,col1920
921,col1921
922,col1922
923,col1923
924,col1924
925,col1925
926,col1926
927,col1927
928,col1928
929,col1929
930,col1930
931,col1931
932,col1932
933,col1933
934,col1934
935,col1935
936,col1936
937,col1937
938,col1938
939,col1939
940,col1940
941,col1941
942,col1942
943,col1943
944,col1944
945,col1945
946,col1946
947,col1947
948,col1948
949,col1949
950,col1950
951,col1951
952,col1952
953,col1953
954,col1954
955,col1955
956,col1956
957,col1957
958,col1958
959,col1959
960,col1960
961,col1961
962,col1962
963,col1963
964,col1964
965,col1965
966,col1966
967,col1967
968,col1968
969,col1969
970,col1970
971,col1971
972,col1972
973,col1973
974,col1974
975,col1975
976,col1976
977,col1977
978,col1978
979,col1979
980,col1980
981,col1981
982,col1982
983,col1983
984,col1984
985,col1985
986,col1986
987,col1987
988,col1988
989,col1989
990,col1990
991,col1991
992,col1992
993,col1993
994,col1994
995,col1995
996,col1996
997,col1997
998,col1998
999,col1999
1000,col11000
1001,col11001
1002,col11002
1003,col11003
1004,col11004
1005,col11005
1006,col11006
1007,col11007
1008,col11008
1009,col11009
1010,col11010
1011,col11011
1012,col11012
1013,col11013
1014,col11014
1015,col11015
1016,col11016
1017,col11017
1018,col11018
1019,col11019
1020,col11020
1021,col11021
1022,col11022
1023,col11023
1024,col11024
1025,col11025
1026,col11026
1027,col11027
1028,col11028
1029,col11029
1030,col11030
1031,col11031
1032,col11032
1033,col11033
1034,col11034
1035,col11035
1036,col11036
1037,col11037
1038,col11038
1039,col11039
1040,col11040
1041,col11041
1042,col11042
1043,col11043
1044,col11044
1045,col11045
1046,col11046
1047,col11047
1048,col11048
1049,col11049
1050,col11050
1051,col11051
1052,col11052
1053,col11053
1054,col11054
1055,col11055
1056,col11056
1057,col11057
1058,col11058
1059,col11059
1060,col11060
1061,col11061
1062,col11062
1063,col11063
1064,col11064
1065,col11065
1066,col11066
1067,col11067
1068,col11068
1069,col11069
1070,col11070
1071,col11071
1072,col11072
1073,col11073
1074,col11074
1075,col11075
1076,col11076
1077,col11077
1078,col11078
1079,col11079
1080,col11080
1081,col11081
1082,col11082
1083,col11083
1084,col11084
1085,col11085
1086,col11086
1087,col11087
1088,col11088
1089,col11089
1090,col11090
1091,col11091
1092,col11092
1093,col11093
1094,col11094
1095,col11095
1096,col11096
1097,col11097
1098,col11098
1099,col11099
1100,col11100
1101,col11101
1102,col11102
1103,col11103
1104,col11104
1105,col11105
1106,col11106
1107,col11107
1108,col11108
1109,col11109
1110,col11110
1111,col11111
1112,col11112
1113,col11113
1114,col11114
1115,col11115
1116,col11116
1117,col11117
1118,col11118
1119,col11119
1120,col11120
1121,col11121
1122,col11122
1123,col11123
1124,col11124
1125,col11125
1126,col11126
1127,col11127
1128,col11128
1129,col11129
1130,col11130
1131,col11131
1132,col11132
1133,col11133
1134,col11134
1135,col11135
1136,col11136
1137,col11137
1138,col11138
1139,col11139
1140,col11140
1141,col11141
1142,col11142
1143,col11143
1144,col11144
1145,col11145
1146,col11146
1147,col11147
1148,col11148
1149,col11149
1150,col11150
1151,col11151
1152,col11152
1153,col11153
1154,col11154
1155,col11155
1156,col11156
1157,col11157
1158,col11158
1159,col11159
1160,col11160
1161,col11161
1162,col11162
1163,col11163
1164,col11164
1165,col11165
1166,col11166
1167,col11167
1168,col11168
1169,col11169
1170,col11170
1171,col11171
1172,col11172
1173,col11173
1174,col11174
1175,col11175
1176,col11176
1177,col11177
1178,col11178
1179,col11179
1180,col11180
1181,col11181
1182,col11182
1183,col11183
1184,col11184
1185,col11185
1186,col11186
1187,col11187
1188,col11188
1189,col11189
1190,col11190
1191,col11191
1192,col11192
1193,col11193
1194,col11194
1195,col11195
1196,col11196
1197,col11197
1198,col11198
1199,col11199
1200,col11200
1201,col11201
1202,col11202
1203,col11203
1204,col11204
1205,col11205
1206,col11206
1207,col11207
1208,col11208
1209,col11209
1210,col11210
1211,col11211
1212,col11212
1213,col11213
1214,col11214
1215,col11215
1216,col11216
1217,col11217
1218,col11218
1219,col11219
1220,col11220
1221,col11221
1222,col11222
1223,col11223
1224,col11224
1225,col11225
1226,col11226
1227,col11227
1228,col11228
1229,col11229
1230,col11230
1231,col11231
1232,col11232
1233,col11233
1234,col11234
1235,col11235
1236,col11236
1237,col11237
1238,col11238
1239,col11239
1240,col11240
1241,col11241
1242,col11242
1243,col11243
1244,col11244
1245,col11245
1246,col11246
1247,col11247
1248,col11248
1249,col11249
1250,col11250
1251,col11251
1252,col11252
1253,col11253
1254,col11254
1255,col11255
1256,col11256
1257,col11257
1258,col11258
1259,col11259
1260,col11260
1261,col11261
1262,col11262
1263,col11263
1264,col11264
1265,col11265
1266,col11266
1267,col11267
1268,col11268
1269,col11269
1270,col11270
1271,col11271
1272,col11272
1273,col11273
1274,col11274
1275,col11275
1276,col11276
1277,col11277
1278,col11278
1279,col11279
1280,col11280
1281,col11281
1282,col11282
1283,col11283
1284,col11284
1285,col11285
1286,col11286
1287,col11287
1288,col11288
1289,col11289
1290,col11290
1291,col11291
1292,col11292
1293,col11293
1294,col11294
1295,col11295
1296,col11296
1297,col11297
1298,col11298
1299,col11299
1300,col11300
1301,col11301
1302,col11302
1303,col11303
1304,col11304
1305,col11305
1306,col11306
1307,col11307
1308,col11308
1309,col11309
1310,col11310
1311,col11311
1312,col11312
1313,col11313
1314,col11314
1315,col11315
1316,col11316
1317,col11317
1318,col11318
1319,col11319
1320,col11320
1321,col11321
1322,col11322
1323,col11323
1324,col11324
1325,col11325
1326,col11326
1327,col11327
1328,col11328
1329,col11329
1330,col11330
1331,col11331
1332,col11332
1333,col11333
1334,col11334
1335,col11335
1336,col11336
1337,col11337
1338,col11338
1339,col11339
1340,col11340
1341,col11341
1342,col11342
1343,col11343
1344,col11344
1345,col11345
1346,col11346
1347,col11347
1348,col11348
1349,col11349
1350,col11350
1351,col11351
1352,col11352
1353,col11353
1354,col11354
1355,col11355
1356,col11356
1357,col11357
1358,col11358
1359,col11359
1360,col11360
1361,col11361
1362,col11362
1363,col11363
1364,col11364
1365,col11365
1366,col11366
1367,col11367
1368,col11368
1369,col11369
1370,col11370
1371,col11371
1372,col11372
1373,col11373
1374,col11374
1375,col11375
1376,col11376
1377,col11377
1378,col11378
1379,col11379
1380,col11380
1381,col11381
1382,col11382
1383,col11383
1384,col11384
1385,col11385
1386,col11386
1387,col11387
1388,col11388
1389,col11389
1390,col11390
1391,col11391
1392,col11392
1393,col11393
1394,col11394
1395,col11395
1396,col11396
1397,col11397
1398,col11398
1399,col11399
1400,col11400
1401,col11401
1402,col11402
1403,col11403
1404,col11404
1405,col11405
1406,col11406
1407,col11407
1408,col11408
1409,col11409
1410,col11410
1411,col11411
1412,col11412
1413,col11413
1414,col11414
1415,col11415
1416,col11416
1417,col11417
1418,col11418
1419,col11419
1420,col11420
1421,col11421
1422,col11422
1423,col11423
1424,col11424
1425,col11425
1426,col11426
1427,col11427
1428,col11428
1429,col11429
1430,col11430
1431,col11431
1432,col11432
1433,col11433
1434,col11434
1435,col11435
1436,col11436
1437,col11437
1438,col11438
1439,col11439
1440,col11440
1441,col11441
1442,col11442
1443,col11443
1444,col11444
1445,col11445
1446,col11446
1447,col11447
1448,col11448
1449,col11449
1450,col11450
1451,col11451
1452,col11452
1453,col11453
1454,col11454
1455,col11455
1456,col11456
1457,col11457
1458,col11458
1459,col11459
1460,col11460
1461,col11461
1462,col11462
1463,col11463
1464,col11464
1465,col11465
1466,col11466
1467,col11467
1468,col11468
1469,col11469
1470,col11470
1471,col11471
1472,col11472
1473,col11473
1474,col11474
1475,col11475
1476,col11476
1477,col11477
1478,col11478
1479,col11479
1480,col11480
1481,col11481
1482,col11482
1483,col11483
1484,col11484
1485,col11485
1486,col11486
1487,col11487
1488,col11488
1489,col11489
1490,col11490
1491,col11491
1492,col11492
1493,col11493
1494,col11494
1495,col11495
1496,col11496
1497,col11497
1498,col11498
1499,col11499
1500,col11500
1501,col11501
1502,col11502
1503,col11503
1504,col11504
1505,col11505
1506,col11506
1507,col11507
1508,col11508
1509,col11509
1510,col11510
1511,col11511
1512,col11512
1513,col11513
1514,col11514
1515,col11515
1516,col11516
1517,col11517
1518,col11518
1519,col11519
1520,col11520
1521,col11521
1522,col11522
1523,col11523
1524,col11524
1525,col11525
1526,col11526
1527,col11527
1528,col11528
1529,col11529
1530,col11530
1531,col11531
1532,col11532
1533,col11533
1534,col11534
1535,col11535
1536,col11536
1537,col11537
1538,col11538
1539,col11539
1540,col11540
1541,col11541
1542,col11542
1543,col11543
1544,col11544
1545,col11545
1546,col11546
1547,col11547
1548,col11548
1549,col11549
1550,col11550
1551,col11551
1552,col11552
1553,col11553
1554,col11554
1555,col11555
1556,col11556
1557,col11557
1558,col11558
1559,col11559
1560,col11560
1561,col11561
1562,col11562
1563,col11563
1564,col11564
1565,col11565
1566,col11566
1567,col11567
1568,col11568
1569,col11569
1570,col11570
1571,col11571
1572,col11572
1573,col11573
1574,col11574
1575,col11575
1576,col11576
1577,col11577
1578,col11578
1579,col11579
1580,col11580
1581,col11581
1582,col11582
1583,col11583
1584,col11584
1585,col11585
1586,col11586
1587,col11587
1588,col11588
1589,col11589
1590,col11590
1591,col11591
1592,col11592
1593,col11593
1594,col11594
1595,col11595
1596,col11596
1597,col11597
1598,col11598
1599,col11599
1600,col11600
1601,col11601
1602,col11602
1603,col11603
1604,col11604
1605,col11605
1606,col11606
1607,col11607
1608,col11608
1609,col11609
1610,col11610
1611,col11611
1612,col11612
1613,col11613
1614,col11614
1615,col11615
1616,col11616
1617,col11617
1618,col11618
1619,col11619
1620,col11620
1621,col11621
1622,col11622
1623,col11623
1624,col11624
1625,col11625
1626,col11626
1627,col11627
1628,col11628
1629,col11629
1630,col11630
1631,col11631
1632,col11632
1633,col11633
1634,col11634
1635,col11635
1636,col11636
1637,col11637
1638,col11638
1639,col11639
1640,col11640
1641,col11641
1642,col11642
1643,col11643
1644,col11644
1645,col11645
1646,col11646
1647,col11647
1648,col11648
1649,col11649
1650,col11650
1651,col11651
1652,col11652
1653,col11653
1654,col11654
1655,col11655
1656,col11656
1657,col11657
1658,col11658
1659,col11659
1660,col11660
1661,col11661
1662,col11662
1663,col11663
1664,col11664
1665,col11665
1666,col11666
1667,col11667
1668,col11668
1669,col11669
1670,col11670
1671,col11671
1672,col11672
1673,col11673
1674,col11674
1675,col11675
1676,col11676
1677,col11677
1678,col11678
1679,col11679
1680,col11680
1681,col11681
1682,col11682
1683,col11683
1684,col11684
1685,col11685
1686,col11686
1687,col11687
1688,col11688
1689,col11689
1690,col11690
1691,col11691
1692,col11692
1693,col11693
1694,col11694
1695,col11695
1696,col11696
1697,col11697
1698,col11698
1699,col11699
1700,col11700
1701,col11701
1702,col11702
1703,col11703
1704,col11704
1705,col11705
1706,col11706
1707,col11707
1708,col11708
1709,col11709
1710,col11710
1711,col11711
1712,col11712
1713,col11713
1714,col11714
1715,col11715
1716,col11716
1717,col11717
1718,col11718
1719,col11719
1720,col11720
1721,col11721
1722,col11722
1723,col11723
1724,col11724
1725,col11725
1726,col11726
1727,col11727
1728,col11728
1729,col11729
1730,col11730
1731,col11731
1732,col11732
1733,col11733
1734,col11734
1735,col11735
1736,col11736
1737,col11737
1738,col11738
1739,col11739
1740,col11740
1741,col11741
1742,col11742
1743,col11743
1744,col11744
1745,col11745
1746,col11746
1747,col11747
1748,col11748
1749,col11749
1750,col11750
1751,col11751
1752,col11752
1753,col11753
1754,col11754
1755,col11755
1756,col11756
1757,col11757
1758,col11758
1759,col11759
1760,col11760
1761,col11761
1762,col11762
1763,col11763
1764,col11764
1765,col11765
1766,col11766
1767,col11767
1768,col11768
1769,col11769
1770,col11770
1771,col11771
1772,col11772
1773,col11773
1774,col11774
1775,col11775
1776,col11776
1777,col11777
1778,col11778
1779,col11779
1780,col11780
1781,col11781
1782,col11782
1783,col11783
1784,col11784
1785,col11785
1786,col11786
1787,col11787
1788,col11788
1789,col11789
1790,col11790
1791,col11791
1792,col11792
1793,col11793
1794,col11794
1795,col11795
1796,col11796
1797,col11797
1798,col11798
1799,col11799
1800,col11800
1801,col11801
1802,col11802
1803,col11803
1804,col11804
1805,col11805
1806,col11806
1807,col11807
1808,col11808
1809,col11809
1810,col11810
1811,col11811
1812,col11812
1813,col11813
1814,col11814
1815,col11815
1816,col11816
1817,col11817
1818,col11818
1819,col11819
1820,col11820
1821,col11821
1822,col11822
1823,col11823
1824,col11824
1825,col11825
1826,col11826
1827,col11827
1828,col11828
1829,col11829
1830,col11830
1831,col11831
1832,col11832
1833,col11833
1834,col11834
1835,col11835
1836,col11836
1837,col11837
1838,col11838
1839,col11839
1840,col11840
1841,col11841
1842,col11842
1843,col11843
1844,col11844
1845,col11845
1846,col11846
1847,col11847
1848,col11848
1849,col11849
1850,col11850
1851,col11851
1852,col11852
1853,col11853
1854,col11854
1855,col11855
1856,col11856
1857,col11857
1858,col11858
1859,col11859
1860,col11860
1861,col11861
1862,col11862
1863,col11863
1864,col11864
1865,col11865
1866,col11866
1867,col11867
1868,col11868
1869,col11869
1870,col11870
1871,col11871
1872,col11872
1873,col11873
1874,col11874
1875,col11875
1876,col11876
1877,col11877
1878,col11878
1879,col11879
1880,col11880
1881,col11881
1882,col11882
1883,col11883
1884,col11884
1885,col11885
1886,col11886
1887,col11887
1888,col11888
1889,col11889
1890,col11890
1891,col11891
1892,col11892
1893,col11893
1894,col11894
1895,col11895
1896,col11896
1897,col11897
1898,col11898
1899,col11899
1900,col11900
1901,col11901
1902,col11902
1903,col11903
1904,col11904
1905,col11905
1906,col11906
1907,col11907
1908,col11908
1909,col11909
1910,col11910
1911,col11911
1912,col11912
1913,col11913
1914,col11914
1915,col11915
1916,col11916
1917,col11917
1918,col11918
1919,col11919
1920,col11920
1921,col11921
1922,col11922
1923,col11923
1924,col11924
1925,col11925
1926,col11926
1927,col11927
1928,col11928
1929,col11929
1930,col11930
1931,col11931
1932,col11932
1933,col11933
1934,col11934
1935,col11935
1936,col11936
1937,col11937
1938,col11938
1939,col11939
1940,col11940
1941,col11941
1942,col11942
1943,col11943
1944,col11944
1945,col11945
1946,col11946
1947,col11947
1948,col11948
1949,col11949
1950,col11950
1951,col11951
1952,col11952
1953,col11953
1954,col11954
1955,col11955
1956,col11956
1957,col11957
1958,col11958
1959,col11959
1960,col11960
1961,col11961
1962,col11962
1963,col11963
1964,col11964
1965,col11965
1966,col11966
1967,col11967
1968,col11968
1969,col11969
1970,col11970
1971,col11971
1972,col11972
1973,col11973
1974,col11974
1975,col11975
1976,col11976
1977,col11977
1978,col11978
1979,col11979
1980,col11980
1981,col11981
1982,col11982
1983,col11983
1984,col11984
1985,col11985
1986,col11986
1987,col11987
1988,col11988
1989,col11989
1990,col11990
1991,col11991
1992,col11992
1993,col11993
1994,col11994
1995,col11995
1996,col11996
1997,col11997
1998,col11998
1999,col11999
2000,col12000
2001,col12001
2002,col12002
2003,col12003
2004,col12004
2005,col12005
2006,col12006
2007,col12007
2008,col12008
2009,col12009
2010,col12010
2011,col12011
2012,col12012
2013,col12013
2014,col12014
2015,col12015
2016,col12016
2017,col12017
2018,col12018
2019,col12019
2020,col12020
2021,col12021
2022,col12022
2023,col12023
2024,col12024
2025,col12025
2026,col12026
2027,col12027
2028,col12028
2029,col12029
2030,col12030
2031,col12031
2032,col12032
2033,col12033
2034,col12034
2035,col12035
2036,col12036
2037,col12037
2038,col12038
2039,col12039
2040,col12040
2041,col12041
2042,col12042
2043,col12043
2044,col12044
2045,col12045
2046,col12046
2047,col12047
2048,col12048
2049,col12049
2050,col12050
2051,col12051
2052,col12052
2053,col12053
2054,col12054
2055,col12055
2056,col12056
2057,col12057
2058,col12058
2059,col12059
2060,col12060
2061,col12061
2062,col12062
2063,col12063
2064,col12064
2065,col12065
2066,col12066
2067,col12067
2068,col12068
2069,col12069
2070,col12070
2071,col12071
2072,col12072
2073,col12073
2074,col12074
2075,col12075
2076,col12076
2077,col12077
2078,col12078
2079,col12079
2080,col12080
2081,col12081
2082,col12082
2083,col12083
2084,col12084
2085,col12085
2086,col12086
2087,col12087
2088,col12088
2089,col12089
2090,col12090
2091,col12091
2092,col12092
2093,col12093
2094,col12094
2095,col12095
2096,col12096
2097,col12097
2098,col12098
2099,col12099
2100,col12100
2101,col12101
2102,col12102
2103,col12103
2104,col12104
2105,col12105
2106,col12106
2107,col12107
2108,col12108
2109,col12109
2110,col12110
2111,col12111
2112,col12112
